sku,location,period,qty
SKU_0019,MSK,2025-05,104
SKU_0019,MSK,2025-06,130
SKU_0019,MSK,2025-07,144
SKU_0019,MSK,2025-08,149
SKU_0019,MSK,2025-09,153
SKU_0019,MSK,2025-10,155
SKU_0019,MSK,2025-11,127
SKU_0019,MSK,2025-12,124
SKU_0020,MSK,2023-01,2488
SKU_0020,MSK,2023-02,2464
SKU_0020,MSK,2023-03,2902
SKU_0020,MSK,2023-04,3606
SKU_0020,MSK,2023-05,3396
SKU_0020,MSK,2023-06,15629
SKU_0020,MSK,2023-07,2491
SKU_0020,MSK,2023-08,4649
SKU_0020,MSK,2023-09,2434
SKU_0020,MSK,2023-10,2406
SKU_0020,MSK,2023-11,2430
SKU_0020,MSK,2023-12,2287
SKU_0020,MSK,2024-01,2372
SKU_0020,MSK,2024-02,2226
SKU_0020,MSK,2024-03,3062
SKU_0020,MSK,2024-04,3250
SKU_0020,MSK,2024-05,4333
SKU_0020,MSK,2024-06,3040
SKU_0020,MSK,2024-07,3671
SKU_0020,MSK,2024-08,3562
SKU_0020,MSK,2024-09,3272
SKU_0020,MSK,2024-10,3174
SKU_0020,MSK,2024-11,3440
SKU_0020,MSK,2024-12,2540
SKU_0020,MSK,2025-01,3170
SKU_0020,MSK,2025-02,2746
SKU_0020,MSK,2025-03,2786
SKU_0020,MSK,2025-04,3554
SKU_0020,MSK,2025-05,3634
SKU_0020,MSK,2025-06,4520
SKU_0020,MSK,2025-07,2801
SKU_0020,MSK,2025-08,2956
SKU_0020,MSK,2025-09,3379
SKU_0020,MSK,2025-10,3516
SKU_0020,MSK,2025-11,2224
SKU_0020,MSK,2025-12,2279
SKU_0021,MSK,2023-01,519
SKU_0021,MSK,2023-02,490
SKU_0021,MSK,2023-03,459
SKU_0021,MSK,2023-04,549
SKU_0021,MSK,2023-05,628
SKU_0021,MSK,2023-06,652
SKU_0021,MSK,2023-07,659
SKU_0021,MSK,2023-08,778
SKU_0021,MSK,2023-09,653
SKU_0021,MSK,2023-10,604
SKU_0021,MSK,2023-11,739
SKU_0021,MSK,2023-12,483
SKU_0021,MSK,2024-01,408
SKU_0021,MSK,2024-02,424
SKU_0021,MSK,2024-03,471
SKU_0021,MSK,2024-04,528
SKU_0021,MSK,2024-05,533
SKU_0021,MSK,2024-06,722
SKU_0021,MSK,2024-07,747
SKU_0021,MSK,2024-08,676
SKU_0021,MSK,2024-09,731
SKU_0021,MSK,2024-10,581
SKU_0021,MSK,2024-11,589
SKU_0021,MSK,2024-12,481
SKU_0021,MSK,2025-01,436
SKU_0021,MSK,2025-02,427
SKU_0021,MSK,2025-03,416
SKU_0021,MSK,2025-04,513
SKU_0021,MSK,2025-05,560
SKU_0021,MSK,2025-06,669
SKU_0021,MSK,2025-07,0
SKU_0021,MSK,2025-08,662
SKU_0021,MSK,2025-09,748
SKU_0021,MSK,2025-10,635
SKU_0021,MSK,2025-11,572
SKU_0021,MSK,2025-12,473
SKU_0022,EKB,2023-01,744
SKU_0022,EKB,2023-02,679
SKU_0022,EKB,2023-03,586
SKU_0022,EKB,2023-04,542
SKU_0022,EKB,2023-05,457
SKU_0022,EKB,2023-06,561
SKU_0022,EKB,2023-07,499
SKU_0022,EKB,2023-08,547
SKU_0022,EKB,2023-09,573
SKU_0022,EKB,2023-10,707
SKU_0022,EKB,2023-11,734
SKU_0022,EKB,2023-12,797
SKU_0022,EKB,2024-01,631
SKU_0022,EKB,2024-02,532
SKU_0022,EKB,2024-03,708
SKU_0022,EKB,2024-04,592
SKU_0022,EKB,2024-05,547
SKU_0022,EKB,2024-06,440
SKU_0022,EKB,2024-07,570
SKU_0022,EKB,2024-08,651
SKU_0022,EKB,2024-09,667
SKU_0022,EKB,2024-10,848
SKU_0022,EKB,2024-11,961
SKU_0022,EKB,2024-12,845
SKU_0022,EKB,2025-01,844
SKU_0022,EKB,2025-02,943
SKU_0022,EKB,2025-03,817
SKU_0022,EKB,2025-04,641
SKU_0022,EKB,2025-05,650
SKU_0022,EKB,2025-06,533
SKU_0022,EKB,2025-07,657
SKU_0022,EKB,2025-08,685
SKU_0022,EKB,2025-09,733
SKU_0022,EKB,2025-10,950
SKU_0022,EKB,2025-11,1060
SKU_0022,EKB,2025-12,881
SKU_0022,MSK,2023-01,1762
SKU_0022,MSK,2023-02,1610
SKU_0022,MSK,2023-03,1388
SKU_0022,MSK,2023-04,1284
SKU_0022,MSK,2023-05,1083
SKU_0022,MSK,2023-06,1330
SKU_0022,MSK,2023-07,1183
SKU_0022,MSK,2023-08,1297
SKU_0022,MSK,2023-09,1359
SKU_0022,MSK,2023-10,1675
SKU_0022,MSK,2023-11,1739
SKU_0022,MSK,2023-12,1889
SKU_0022,MSK,2024-01,1494
SKU_0022,MSK,2024-02,1261
SKU_0022,MSK,2024-03,1677
SKU_0022,MSK,2024-04,1403
SKU_0022,MSK,2024-05,1296
SKU_0022,MSK,2024-06,1043
SKU_0022,MSK,2024-07,1350
SKU_0022,MSK,2024-08,1544
SKU_0022,MSK,2024-09,1581
SKU_0022,MSK,2024-10,2009
SKU_0022,MSK,2024-11,2277
SKU_0022,MSK,2024-12,2003
SKU_0022,MSK,2025-01,2001
SKU_0022,MSK,2025-02,2235
SKU_0022,MSK,2025-03,1936
SKU_0022,MSK,2025-04,1520
SKU_0022,MSK,2025-05,1541
SKU_0022,MSK,2025-06,1262
SKU_0022,MSK,2025-07,1556
SKU_0022,MSK,2025-08,1624
SKU_0022,MSK,2025-09,1737
SKU_0022,MSK,2025-10,2251
SKU_0022,MSK,2025-11,2513
SKU_0022,MSK,2025-12,2089
SKU_0023,MSK,2023-01,1536
SKU_0023,MSK,2023-02,1837
SKU_0023,MSK,2023-03,1517
SKU_0023,MSK,2023-04,1452
SKU_0023,MSK,2023-05,1148
SKU_0023,MSK,2023-06,917
SKU_0023,MSK,2023-07,958
SKU_0023,MSK,2023-08,1363
SKU_0023,MSK,2023-09,1519
SKU_0023,MSK,2023-10,1603
SKU_0023,MSK,2023-11,1886
SKU_0023,MSK,2023-12,1800
SKU_0023,MSK,2024-01,1653
SKU_0023,MSK,2024-02,1663
SKU_0023,MSK,2024-03,1442
SKU_0023,MSK,2024-04,1252
SKU_0023,MSK,2024-05,1159
SKU_0023,MSK,2024-06,1108
SKU_0023,MSK,2024-07,1057
SKU_0023,MSK,2024-08,1252
SKU_0023,MSK,2024-09,1572
SKU_0023,MSK,2024-10,1504
SKU_0023,MSK,2024-11,1962
SKU_0023,MSK,2024-12,1893
SKU_0023,MSK,2025-01,1902
SKU_0023,MSK,2025-02,1778
SKU_0023,MSK,2025-03,1381
SKU_0023,MSK,2025-04,1365
SKU_0023,MSK,2025-05,1057
SKU_0023,MSK,2025-06,1146
SKU_0023,MSK,2025-07,1398
SKU_0023,MSK,2025-08,1318
SKU_0023,MSK,2025-09,1561
SKU_0023,MSK,2025-10,5279
SKU_0023,MSK,2025-11,1896
SKU_0023,MSK,2025-12,1739
SKU_0024,MSK,2023-01,0
SKU_0024,MSK,2023-02,0
SKU_0024,MSK,2023-03,0
SKU_0024,MSK,2023-04,0
SKU_0024,MSK,2023-05,0
SKU_0024,MSK,2023-06,0
SKU_0024,MSK,2023-07,0
SKU_0024,MSK,2023-08,9
SKU_0024,MSK,2023-09,0
SKU_0024,MSK,2023-10,0
SKU_0024,MSK,2023-11,0
SKU_0024,MSK,2023-12,0
SKU_0024,MSK,2024-01,0
SKU_0024,MSK,2024-02,0
SKU_0024,MSK,2024-03,0
SKU_0024,MSK,2024-04,0
SKU_0024,MSK,2024-05,0
SKU_0024,MSK,2024-06,10
SKU_0024,MSK,2024-07,0
SKU_0024,MSK,2024-08,10
SKU_0024,MSK,2024-09,0
SKU_0024,MSK,2024-10,6
SKU_0024,MSK,2024-11,0
SKU_0024,MSK,2024-12,0
SKU_0024,MSK,2025-01,5
SKU_0024,MSK,2025-02,8
SKU_0024,MSK,2025-03,0
SKU_0024,MSK,2025-04,0
SKU_0024,MSK,2025-05,0
SKU_0024,MSK,2025-06,0
SKU_0024,MSK,2025-07,8
SKU_0024,MSK,2025-08,0
SKU_0024,MSK,2025-09,0
SKU_0024,MSK,2025-10,5
SKU_0024,MSK,2025-11,7
SKU_0024,MSK,2025-12,0
SKU_0025,MSK,2023-01,3907
SKU_0025,MSK,2023-02,4153
SKU_0025,MSK,2023-03,3971
SKU_0025,MSK,2023-04,3684
SKU_0025,MSK,2023-05,3276
SKU_0025,MSK,2023-06,2995
SKU_0025,MSK,2023-07,1777
SKU_0025,MSK,2023-08,2155
SKU_0025,MSK,2023-09,2040
SKU_0025,MSK,2023-10,2764
SKU_0025,MSK,2023-11,2079
SKU_0025,MSK,2023-12,2685
SKU_0025,MSK,2024-01,2873
SKU_0025,MSK,2024-02,3620
SKU_0025,MSK,2024-03,4455
SKU_0025,MSK,2024-04,3243
SKU_0025,MSK,2024-05,3889
SKU_0025,MSK,2024-06,3855
SKU_0025,MSK,2024-07,3523
SKU_0025,MSK,2024-08,2080
SKU_0025,MSK,2024-09,1750
SKU_0025,MSK,2024-10,2045
SKU_0025,MSK,2024-11,1982
SKU_0025,MSK,2024-12,3801
SKU_0025,MSK,2025-01,4501
SKU_0025,MSK,2025-02,4406
SKU_0025,MSK,2025-03,3325
SKU_0025,MSK,2025-04,4537
SKU_0025,MSK,2025-05,2606
SKU_0025,MSK,2025-06,2730
SKU_0025,MSK,2025-07,2649
SKU_0025,MSK,2025-08,2094
SKU_0025,MSK,2025-09,2597
SKU_0025,MSK,2025-10,1978
SKU_0025,MSK,2025-11,2151
SKU_0025,MSK,2025-12,3549
SKU_0026,MSK,2025-08,970
SKU_0026,MSK,2025-09,814
SKU_0026,MSK,2025-10,822
SKU_0026,MSK,2025-11,807
SKU_0026,MSK,2025-12,654
SKU_0027,EKB,2023-01,381
SKU_0027,EKB,2023-02,376
SKU_0027,EKB,2023-03,278
SKU_0027,EKB,2023-04,597
SKU_0027,EKB,2023-05,433
SKU_0027,EKB,2023-06,743
SKU_0027,EKB,2023-07,552
SKU_0027,EKB,2023-08,576
SKU_0027,EKB,2023-09,605
SKU_0027,EKB,2023-10,496
SKU_0027,EKB,2023-11,379
SKU_0027,EKB,2023-12,380
SKU_0027,EKB,2024-01,419
SKU_0027,EKB,2024-02,365
SKU_0027,EKB,2024-03,462
SKU_0027,EKB,2024-04,493
SKU_0027,EKB,2024-05,489
SKU_0027,EKB,2024-06,567
SKU_0027,EKB,2024-07,547
SKU_0027,EKB,2024-08,693
SKU_0027,EKB,2024-09,457
SKU_0027,EKB,2024-10,656
SKU_0027,EKB,2024-11,450
SKU_0027,EKB,2024-12,403
SKU_0027,EKB,2025-01,372
SKU_0027,EKB,2025-02,384
SKU_0027,EKB,2025-03,487
SKU_0027,EKB,2025-04,502
SKU_0027,EKB,2025-05,511
SKU_0027,EKB,2025-06,707
SKU_0027,EKB,2025-07,812
SKU_0027,EKB,2025-08,671
SKU_0027,EKB,2025-09,765
SKU_0027,EKB,2025-10,524
SKU_0027,EKB,2025-11,511
SKU_0027,EKB,2025-12,369
SKU_0027,MSK,2023-01,1095
SKU_0027,MSK,2023-02,1081
SKU_0027,MSK,2023-03,798
SKU_0027,MSK,2023-04,1716
SKU_0027,MSK,2023-05,1243
SKU_0027,MSK,2023-06,2136
SKU_0027,MSK,2023-07,1585
SKU_0027,MSK,2023-08,1654
SKU_0027,MSK,2023-09,1739
SKU_0027,MSK,2023-10,1425
SKU_0027,MSK,2023-11,1090
SKU_0027,MSK,2023-12,1091
SKU_0027,MSK,2024-01,1203
SKU_0027,MSK,2024-02,1048
SKU_0027,MSK,2024-03,1327
SKU_0027,MSK,2024-04,1416
SKU_0027,MSK,2024-05,1405
SKU_0027,MSK,2024-06,1630
SKU_0027,MSK,2024-07,1571
SKU_0027,MSK,2024-08,1990
SKU_0027,MSK,2024-09,1313
SKU_0027,MSK,2024-10,1885
SKU_0027,MSK,2024-11,1294
SKU_0027,MSK,2024-12,1159
SKU_0027,MSK,2025-01,1070
SKU_0027,MSK,2025-02,1102
SKU_0027,MSK,2025-03,1401
SKU_0027,MSK,2025-04,1443
SKU_0027,MSK,2025-05,1468
SKU_0027,MSK,2025-06,2030
SKU_0027,MSK,2025-07,2333
SKU_0027,MSK,2025-08,1927
SKU_0027,MSK,2025-09,2199
SKU_0027,MSK,2025-10,1505
SKU_0027,MSK,2025-11,1467
SKU_0027,MSK,2025-12,1061
SKU_0028,MSK,2023-01,129
SKU_0028,MSK,2023-02,101
SKU_0028,MSK,2023-03,79
SKU_0028,MSK,2023-04,90
SKU_0028,MSK,2023-05,107
SKU_0028,MSK,2023-06,140
SKU_0028,MSK,2023-07,128
SKU_0028,MSK,2023-08,139
SKU_0028,MSK,2023-09,185
SKU_0028,MSK,2023-10,131
SKU_0028,MSK,2023-11,172
SKU_0028,MSK,2023-12,327
SKU_0028,MSK,2024-01,144
SKU_0028,MSK,2024-02,79
SKU_0028,MSK,2024-03,81
SKU_0028,MSK,2024-04,121
SKU_0028,MSK,2024-05,93
SKU_0028,MSK,2024-06,125
SKU_0028,MSK,2024-07,142
SKU_0028,MSK,2024-08,169
SKU_0028,MSK,2024-09,224
SKU_0028,MSK,2024-10,171
SKU_0028,MSK,2024-11,176
SKU_0028,MSK,2024-12,115
SKU_0028,MSK,2025-01,107
SKU_0028,MSK,2025-02,133
SKU_0028,MSK,2025-03,96
SKU_0028,MSK,2025-04,112
SKU_0028,MSK,2025-05,117
SKU_0028,MSK,2025-06,142
SKU_0028,MSK,2025-07,175
SKU_0028,MSK,2025-08,195
SKU_0028,MSK,2025-09,180
SKU_0028,MSK,2025-10,228
SKU_0028,MSK,2025-11,204
SKU_0028,MSK,2025-12,154
SKU_0029,MSK,2025-08,466
SKU_0029,MSK,2025-09,521
SKU_0029,MSK,2025-10,634
SKU_0029,MSK,2025-11,706
SKU_0029,MSK,2025-12,770
SKU_0030,MSK,2023-01,606
SKU_0030,MSK,2023-02,325
SKU_0030,MSK,2023-03,423
SKU_0030,MSK,2023-04,571
SKU_0030,MSK,2023-04,571
SKU_0030,MSK,2023-05,770
SKU_0030,MSK,2023-06,707
SKU_0030,MSK,2023-07,601
SKU_0030,MSK,2023-08,707
SKU_0030,MSK,2023-09,814
SKU_0030,MSK,2023-10,587
SKU_0030,MSK,2023-11,545
SKU_0030,MSK,2023-12,454
SKU_0030,MSK,2024-01,472
SKU_0030,MSK,2024-02,458
SKU_0030,MSK,2024-03,361
SKU_0030,MSK,2024-04,578
SKU_0030,MSK,2024-05,714
SKU_0030,MSK,2024-06,593
SKU_0030,MSK,2024-07,823
SKU_0030,MSK,2024-08,734
SKU_0030,MSK,2024-09,817
SKU_0030,MSK,2024-10,626
SKU_0030,MSK,2024-11,736
SKU_0030,MSK,2024-12,621
SKU_0030,MSK,2025-01,507
SKU_0030,MSK,2025-02,575
SKU_0030,MSK,2025-03,531
SKU_0030,MSK,2025-04,655
SKU_0030,MSK,2025-05,687
SKU_0030,MSK,2025-06,811
SKU_0030,MSK,2025-07,687
SKU_0030,MSK,2025-08,874
SKU_0030,MSK,2025-09,842
SKU_0030,MSK,2025-10,928
SKU_0030,MSK,2025-11,712
SKU_0030,MSK,2025-12,734
SKU_0031,MSK,2023-01,0
SKU_0031,MSK,2023-02,0
SKU_0031,MSK,2023-03,0
SKU_0031,MSK,2023-04,0
SKU_0031,MSK,2023-05,0
SKU_0031,MSK,2023-06,0
SKU_0031,MSK,2023-07,0
SKU_0031,MSK,2023-08,0
SKU_0031,MSK,2023-09,117
SKU_0031,MSK,2023-10,96
SKU_0031,MSK,2023-11,106
SKU_0031,MSK,2023-12,109
SKU_0031,MSK,2024-01,76
SKU_0031,MSK,2024-02,0
SKU_0031,MSK,2024-03,66
SKU_0031,MSK,2024-04,74
SKU_0031,MSK,2024-05,0
SKU_0031,MSK,2024-06,0
SKU_0031,MSK,2024-07,0
SKU_0031,MSK,2024-08,0
SKU_0031,MSK,2024-09,89
SKU_0031,MSK,2024-10,128
SKU_0031,MSK,2024-11,83
SKU_0031,MSK,2024-12,0
SKU_0031,MSK,2025-01,0
SKU_0031,MSK,2025-02,0
SKU_0031,MSK,2025-03,0
SKU_0031,MSK,2025-04,0
SKU_0031,MSK,2025-05,71
SKU_0031,MSK,2025-06,0
SKU_0031,MSK,2025-07,118
SKU_0031,MSK,2025-08,82
SKU_0031,MSK,2025-09,96
SKU_0031,MSK,2025-10,0
SKU_0031,MSK,2025-11,0
SKU_0031,MSK,2025-12,0
SKU_0032,MSK,2023-01,1419
SKU_0032,MSK,2023-02,1607
SKU_0032,MSK,2023-03,1328
SKU_0032,MSK,2023-04,1027
SKU_0032,MSK,2023-05,854
SKU_0032,MSK,2023-06,864
SKU_0032,MSK,2023-07,777
SKU_0032,MSK,2023-08,1145
SKU_0032,MSK,2023-09,1754
SKU_0032,MSK,2023-10,1708
SKU_0032,MSK,2023-11,2057
SKU_0032,MSK,2023-12,1753
SKU_0032,MSK,2024-01,1336
SKU_0032,MSK,2024-02,1540
SKU_0032,MSK,2024-03,1148
SKU_0032,MSK,2024-04,1327
SKU_0032,MSK,2024-05,1008
SKU_0032,MSK,2024-06,998
SKU_0032,MSK,2024-07,1197
SKU_0032,MSK,2024-08,1389
SKU_0032,MSK,2024-09,1703
SKU_0032,MSK,2024-10,1762
SKU_0032,MSK,2024-11,2003
SKU_0032,MSK,2024-12,2226
SKU_0032,MSK,2025-01,1704
SKU_0032,MSK,2025-02,1909
SKU_0032,MSK,2025-03,1385
SKU_0032,MSK,2025-04,890
SKU_0032,MSK,2025-05,949
SKU_0032,MSK,2025-06,1363
SKU_0032,MSK,2025-07,1405
SKU_0032,MSK,2025-08,1657
SKU_0032,MSK,2025-09,1738
SKU_0032,MSK,2025-10,1837
SKU_0032,MSK,2025-11,1905
SKU_0032,MSK,2025-12,1895
SKU_0033,MSK,2023-01,3715
SKU_0033,MSK,2023-02,3266
SKU_0033,MSK,2023-03,3254
SKU_0033,MSK,2023-04,2796
SKU_0033,MSK,2023-05,2313
SKU_0033,MSK,2023-06,2392
SKU_0033,MSK,2023-07,2278
SKU_0033,MSK,2023-08,2705
SKU_0033,MSK,2023-09,3158
SKU_0033,MSK,2023-10,3659
SKU_0033,MSK,2023-11,3868
SKU_0033,MSK,2023-12,4618
SKU_0033,MSK,2024-01,4117
SKU_0033,MSK,2024-02,4147
SKU_0033,MSK,2024-03,0
SKU_0033,MSK,2024-04,0
SKU_0033,MSK,2024-05,2882
SKU_0033,MSK,2024-06,2455
SKU_0033,MSK,2024-07,2758
SKU_0033,MSK,2024-08,3117
SKU_0033,MSK,2024-09,3435
SKU_0033,MSK,2024-10,5042
SKU_0033,MSK,2024-11,4018
SKU_0033,MSK,2024-12,4320
SKU_0033,MSK,2025-01,3950
SKU_0033,MSK,2025-02,4740
SKU_0033,MSK,2025-03,4029
SKU_0033,MSK,2025-04,3559
SKU_0033,MSK,2025-05,3478
SKU_0033,MSK,2025-06,2425
SKU_0033,MSK,2025-07,3177
SKU_0033,MSK,2025-08,3468
SKU_0033,MSK,2025-09,3897
SKU_0033,MSK,2025-10,4049
SKU_0033,MSK,2025-11,4826
SKU_0033,MSK,2025-12,5332
SKU_0034,EKB,2023-01,392
SKU_0034,EKB,2023-02,314
SKU_0034,EKB,2023-03,304
SKU_0034,EKB,2023-04,221
SKU_0034,EKB,2023-05,240
SKU_0034,EKB,2023-06,238
SKU_0034,EKB,2023-07,250
SKU_0034,EKB,2023-08,269
SKU_0034,EKB,2023-09,291
SKU_0034,EKB,2023-10,378
SKU_0034,EKB,2023-11,392
SKU_0034,EKB,2023-12,381
SKU_0034,EKB,2024-01,410
SKU_0034,EKB,2024-02,386
SKU_0034,EKB,2024-03,287
SKU_0034,EKB,2024-04,279
SKU_0034,EKB,2024-05,265
SKU_0034,EKB,2024-06,278
SKU_0034,EKB,2024-07,261
SKU_0034,EKB,2024-08,298
SKU_0034,EKB,2024-09,271
SKU_0034,EKB,2024-10,376
SKU_0034,EKB,2024-11,467
SKU_0034,EKB,2024-12,429
SKU_0034,EKB,2025-01,462
SKU_0034,EKB,2025-02,414
SKU_0034,EKB,2025-03,360
SKU_0034,EKB,2025-04,341
SKU_0034,EKB,2025-05,267
SKU_0034,EKB,2025-06,261
SKU_0034,EKB,2025-07,239
SKU_0034,EKB,2025-08,342
SKU_0034,EKB,2025-09,339
SKU_0034,EKB,2025-10,461
SKU_0034,EKB,2025-11,471
SKU_0034,EKB,2025-12,448
SKU_0034,MSK,2023-01,803
SKU_0034,MSK,2023-02,643
SKU_0034,MSK,2023-03,622
SKU_0034,MSK,2023-04,452
SKU_0034,MSK,2023-05,491
SKU_0034,MSK,2023-06,488
SKU_0034,MSK,2023-07,512
SKU_0034,MSK,2023-08,552
SKU_0034,MSK,2023-09,597
SKU_0034,MSK,2023-10,774
SKU_0034,MSK,2023-11,803
SKU_0034,MSK,2023-12,781
SKU_0034,MSK,2024-01,839
SKU_0034,MSK,2024-02,791
SKU_0034,MSK,2024-03,589
SKU_0034,MSK,2024-04,571
SKU_0034,MSK,2024-05,544
SKU_0034,MSK,2024-06,570
SKU_0034,MSK,2024-07,535
SKU_0034,MSK,2024-08,611
SKU_0034,MSK,2024-09,555
SKU_0034,MSK,2024-10,770
SKU_0034,MSK,2024-11,957
SKU_0034,MSK,2024-12,879
SKU_0034,MSK,2025-01,946
SKU_0034,MSK,2025-02,848
SKU_0034,MSK,2025-03,737
SKU_0034,MSK,2025-04,698
SKU_0034,MSK,2025-05,547
SKU_0034,MSK,2025-06,535
SKU_0034,MSK,2025-07,489
SKU_0034,MSK,2025-08,700
SKU_0034,MSK,2025-09,694
SKU_0034,MSK,2025-10,944
SKU_0034,MSK,2025-11,964
SKU_0034,MSK,2025-12,917
SKU_0035,MSK,2025-08,305
SKU_0035,MSK,2025-09,265
SKU_0035,MSK,2025-10,358
SKU_0035,MSK,2025-11,413
SKU_0035,MSK,2025-12,318
SKU_0036,MSK,2024-10,216
SKU_0036,MSK,2024-11,245
SKU_0036,MSK,2024-12,279
SKU_0036,MSK,2025-01,268
SKU_0036,MSK,2025-02,346
SKU_0036,MSK,2025-03,295
SKU_0036,MSK,2025-04,295
SKU_0036,MSK,2025-05,229
SKU_0036,MSK,2025-06,220
SKU_0036,MSK,2025-07,207
SKU_0036,MSK,2025-08,199
SKU_0036,MSK,2025-09,204
SKU_0036,MSK,2025-10,207
SKU_0036,MSK,2025-11,247
SKU_0036,MSK,2025-12,304
SKU_0037,MSK,2023-01,224
SKU_0037,MSK,2023-02,183
SKU_0037,MSK,2023-03,164
SKU_0037,MSK,2023-04,205
SKU_0037,MSK,2023-05,223
SKU_0037,MSK,2023-06,264
SKU_0037,MSK,2023-07,263
SKU_0037,MSK,2023-08,318
SKU_0037,MSK,2023-09,304
SKU_0037,MSK,2023-10,350
SKU_0037,MSK,2023-11,318
SKU_0037,MSK,2023-12,261
SKU_0037,MSK,2024-01,238
SKU_0037,MSK,2024-02,192
SKU_0037,MSK,2024-03,200
SKU_0037,MSK,2024-04,217
SKU_0037,MSK,2024-05,247
SKU_0037,MSK,2024-06,281
SKU_0037,MSK,2024-07,304
SKU_0037,MSK,2024-08,1345
SKU_0037,MSK,2024-09,391
SKU_0037,MSK,2024-10,368
SKU_0037,MSK,2024-11,331
SKU_0037,MSK,2024-12,295
SKU_0037,MSK,2025-01,300
SKU_0037,MSK,2025-02,259
SKU_0037,MSK,2025-03,242
SKU_0037,MSK,2025-04,260
SKU_0037,MSK,2025-05,271
SKU_0037,MSK,2025-06,335
SKU_0037,MSK,2025-07,394
SKU_0037,MSK,2025-08,378
SKU_0037,MSK,2025-09,420
SKU_0037,MSK,2025-10,434
SKU_0037,MSK,2025-11,402
SKU_0037,MSK,2025-12,379
SKU_0038,MSK,2023-01,101
SKU_0038,MSK,2023-02,134
SKU_0038,MSK,2023-03,150
SKU_0038,MSK,2023-04,143
SKU_0038,MSK,2023-05,162
SKU_0038,MSK,2023-06,159
SKU_0038,MSK,2023-07,142
SKU_0038,MSK,2023-08,118
SKU_0038,MSK,2023-09,93
SKU_0038,MSK,2023-10,87
SKU_0038,MSK,2023-11,79
SKU_0038,MSK,2023-12,93
SKU_0038,MSK,2024-01,111
SKU_0038,MSK,2024-02,136
SKU_0038,MSK,2024-03,156
SKU_0038,MSK,2024-04,146
SKU_0038,MSK,2024-05,179
SKU_0038,MSK,2024-06,151
SKU_0038,MSK,2024-07,152
SKU_0038,MSK,2024-08,152
SKU_0038,MSK,2024-09,131
SKU_0038,MSK,2024-10,111
SKU_0038,MSK,2024-11,105
SKU_0038,MSK,2024-12,121
SKU_0038,MSK,2025-01,121
SKU_0038,MSK,2025-02,0
SKU_0038,MSK,2025-03,0
SKU_0038,MSK,2025-04,179
SKU_0038,MSK,2025-05,184
SKU_0038,MSK,2025-06,180
SKU_0038,MSK,2025-07,176
SKU_0038,MSK,2025-08,172
SKU_0038,MSK,2025-09,124
SKU_0038,MSK,2025-10,129
SKU_0038,MSK,2025-11,102
SKU_0038,MSK,2025-12,97
SKU_0039,MSK,2023-01,1178
SKU_0039,MSK,2023-02,1037
SKU_0039,MSK,2023-03,1005
SKU_0039,MSK,2023-04,1071
SKU_0039,MSK,2023-05,1333
SKU_0039,MSK,2023-06,1136
SKU_0039,MSK,2023-07,1564
SKU_0039,MSK,2023-08,1722
SKU_0039,MSK,2023-09,1626
SKU_0039,MSK,2023-10,2143
SKU_0039,MSK,2023-11,1509
SKU_0039,MSK,2023-12,1607
SKU_0039,MSK,2024-01,1463
SKU_0039,MSK,2024-02,1075
SKU_0039,MSK,2024-03,1093
SKU_0039,MSK,2024-04,1546
SKU_0039,MSK,2024-05,1309
SKU_0039,MSK,2024-06,1437
SKU_0039,MSK,2024-07,1365
SKU_0039,MSK,2024-08,1934
SKU_0039,MSK,2024-09,1550
SKU_0039,MSK,2024-10,2047
SKU_0039,MSK,2024-11,1297
SKU_0039,MSK,2024-12,1405
SKU_0039,MSK,2025-01,1394
SKU_0039,MSK,2025-02,1655
SKU_0039,MSK,2025-03,1108
SKU_0039,MSK,2025-04,1143
SKU_0039,MSK,2025-05,1538
SKU_0039,MSK,2025-06,1842
SKU_0039,MSK,2025-07,2060
SKU_0039,MSK,2025-08,2004
SKU_0039,MSK,2025-09,1746
SKU_0039,MSK,2025-10,1692
SKU_0039,MSK,2025-11,1874
SKU_0039,MSK,2025-12,1643
SKU_0040,MSK,2023-01,0
SKU_0040,MSK,2023-02,0
SKU_0040,MSK,2023-03,0
SKU_0040,MSK,2023-04,0
SKU_0040,MSK,2023-05,31
SKU_0040,MSK,2023-06,0
SKU_0040,MSK,2023-07,31
SKU_0040,MSK,2023-08,0
SKU_0040,MSK,2023-09,0
SKU_0040,MSK,2023-10,28
SKU_0040,MSK,2023-11,0
SKU_0040,MSK,2023-12,18
SKU_0040,MSK,2024-01,0
SKU_0040,MSK,2024-02,0
SKU_0040,MSK,2024-03,30
SKU_0040,MSK,2024-04,31
SKU_0040,MSK,2024-05,0
SKU_0040,MSK,2024-06,0
SKU_0040,MSK,2024-07,0
SKU_0040,MSK,2024-08,0
SKU_0040,MSK,2024-09,26
SKU_0040,MSK,2024-10,0
SKU_0040,MSK,2024-11,28
SKU_0040,MSK,2024-12,0
SKU_0040,MSK,2025-01,0
SKU_0040,MSK,2025-02,0
SKU_0040,MSK,2025-03,0
SKU_0040,MSK,2025-04,31
SKU_0040,MSK,2025-05,31
SKU_0040,MSK,2025-06,0
SKU_0040,MSK,2025-07,0
SKU_0040,MSK,2025-08,0
SKU_0040,MSK,2025-09,27
SKU_0040,MSK,2025-10,0
SKU_0040,MSK,2025-11,21
SKU_0040,MSK,2025-12,0
