sku,location,period,stock_end_qty,days_out_of_stock
SKU_0017,MSK,2025-01,117,0
SKU_0017,MSK,2025-02,55,0
SKU_0017,MSK,2025-03,70,0
SKU_0017,MSK,2025-04,187,0
SKU_0017,MSK,2025-05,149,0
SKU_0017,MSK,2025-06,111,0
SKU_0017,MSK,2025-07,161,0
SKU_0017,MSK,2025-08,254,0
SKU_0017,MSK,2025-09,190,0
SKU_0017,MSK,2025-10,70,0
SKU_0017,MSK,2025-11,230,0
SKU_0017,MSK,2025-12,63,0
SKU_0018,MSK,2023-01,107,0
SKU_0018,MSK,2023-02,117,0
SKU_0018,MSK,2023-03,337,0
SKU_0018,MSK,2023-04,361,0
SKU_0018,MSK,2023-05,226,0
SKU_0018,MSK,2023-06,419,0
SKU_0018,MSK,2023-07,307,0
SKU_0018,MSK,2023-08,242,0
SKU_0018,MSK,2023-09,305,0
SKU_0018,MSK,2023-10,409,0
SKU_0018,MSK,2023-11,308,0
SKU_0018,MSK,2023-12,181,0
SKU_0018,MSK,2024-01,102,0
SKU_0018,MSK,2024-02,325,0
SKU_0018,MSK,2024-03,121,0
SKU_0018,MSK,2024-04,214,0
SKU_0018,MSK,2024-05,226,0
SKU_0018,MSK,2024-06,593,0
SKU_0018,MSK,2024-07,313071,0
SKU_0018,MSK,2024-08,567289,0
SKU_0018,MSK,2024-09,190755,0
SKU_0018,MSK,2024-10,172932,0
SKU_0018,MSK,2024-11,143136,0
SKU_0018,MSK,2024-12,453375,0
SKU_0018,MSK,2025-01,107598,0
SKU_0018,MSK,2025-02,259377,0
SKU_0018,MSK,2025-03,136527,0
SKU_0018,MSK,2025-04,456345,0
SKU_0018,MSK,2025-05,401474,0
SKU_0018,MSK,2025-06,343461,0
SKU_0018,MSK,2025-07,516140,0
SKU_0018,MSK,2025-08,539446,0
SKU_0018,MSK,2025-09,595487,0
SKU_0018,MSK,2025-10,343078,0
SKU_0018,MSK,2025-11,286245,0
SKU_0018,MSK,2025-12,340560,0
SKU_0019,MSK,2023-01,96,0
SKU_0019,MSK,2023-02,81,0
SKU_0019,MSK,2023-03,129,0
SKU_0019,MSK,2023-04,87,0
SKU_0019,MSK,2023-05,129,0
SKU_0019,MSK,2023-06,178,0
SKU_0019,MSK,2023-07,98,0
SKU_0019,MSK,2023-08,67,0
SKU_0019,MSK,2023-09,251,0
SKU_0019,MSK,2023-10,161,0
SKU_0019,MSK,2023-11,209,0
SKU_0019,MSK,2023-12,109,0
SKU_0019,MSK,2024-01,185,0
SKU_0019,MSK,2024-02,82,0
SKU_0019,MSK,2024-03,52,0
SKU_0019,MSK,2024-04,70,0
SKU_0019,MSK,2024-05,189,0
SKU_0019,MSK,2024-06,60,0
SKU_0019,MSK,2024-07,214,0
SKU_0019,MSK,2024-08,130,0
SKU_0019,MSK,2024-09,72,0
SKU_0019,MSK,2024-10,89,0
SKU_0019,MSK,2024-11,104,0
SKU_0019,MSK,2024-12,98,0
SKU_0019,MSK,2025-01,98,0
SKU_0019,MSK,2025-02,114,0
SKU_0019,MSK,2025-03,114,0
SKU_0019,MSK,2025-04,141,0
SKU_0019,MSK,2025-05,123,0
SKU_0019,MSK,2025-06,203,0
SKU_0019,MSK,2025-07,211,0
SKU_0019,MSK,2025-08,223,0
SKU_0019,MSK,2025-09,230,0
SKU_0019,MSK,2025-10,244,0
SKU_0019,MSK,2025-11,153,0
SKU_0019,MSK,2025-12,96,0
SKU_0020,MSK,2023-01,3710,0
SKU_0020,MSK,2023-02,3772,0
SKU_0020,MSK,2023-03,2274,0
SKU_0020,MSK,2023-04,2468,0
SKU_0020,MSK,2023-05,5345,0
SKU_0020,MSK,2023-06,10633,0
SKU_0020,MSK,2023-07,2090,0
SKU_0020,MSK,2023-08,3260,0
SKU_0020,MSK,2023-09,2149,0
SKU_0020,MSK,2023-10,2405,0
SKU_0020,MSK,2023-11,1894,0
SKU_0020,MSK,2023-12,1768,0
SKU_0020,MSK,2024-01,3769,0
SKU_0020,MSK,2024-02,1998,0
SKU_0020,MSK,2024-03,4905,0
SKU_0020,MSK,2024-04,1385,0
SKU_0020,MSK,2024-05,4349,0
SKU_0020,MSK,2024-06,3045,0
SKU_0020,MSK,2024-07,2734,0
SKU_0020,MSK,2024-08,4329,0
SKU_0020,MSK,2024-09,3688,0
SKU_0020,MSK,2024-10,1521,0
SKU_0020,MSK,2024-11,4386,0
SKU_0020,MSK,2024-12,1293,0
SKU_0020,MSK,2025-01,5057,0
SKU_0020,MSK,2025-02,2839,0
SKU_0020,MSK,2025-03,3394,0
SKU_0020,MSK,2025-04,2455,0
SKU_0020,MSK,2025-05,2929,0
SKU_0020,MSK,2025-06,2144,0
SKU_0020,MSK,2025-07,1844,0
SKU_0020,MSK,2025-08,1831,0
SKU_0020,MSK,2025-09,3665,0
SKU_0020,MSK,2025-10,4603,0
SKU_0020,MSK,2025-11,3477,0
SKU_0020,MSK,2025-12,1000,0
SKU_0021,MSK,2023-01,449,0
SKU_0021,MSK,2023-02,709,0
SKU_0021,MSK,2023-03,414,0
SKU_0021,MSK,2023-04,302,0
SKU_0021,MSK,2023-05,574,0
SKU_0021,MSK,2023-06,1109,0
SKU_0021,MSK,2023-07,808,0
SKU_0021,MSK,2023-08,1227,0
SKU_0021,MSK,2023-09,329,0
SKU_0021,MSK,2023-10,677,0
SKU_0021,MSK,2023-11,645,0
SKU_0021,MSK,2023-12,734,0
SKU_0021,MSK,2024-01,226,0
SKU_0021,MSK,2024-02,276,0
SKU_0021,MSK,2024-03,477,0
SKU_0021,MSK,2024-04,711,0
SKU_0021,MSK,2024-05,932,0
SKU_0021,MSK,2024-06,754,0
SKU_0021,MSK,2024-07,579,0
SKU_0021,MSK,2024-08,1051,0
SKU_0021,MSK,2024-09,839,0
SKU_0021,MSK,2024-10,673,0
SKU_0021,MSK,2024-11,381,0
SKU_0021,MSK,2024-12,507,0
SKU_0021,MSK,2025-01,441,0
SKU_0021,MSK,2025-02,683,0
SKU_0021,MSK,2025-03,204,0
SKU_0021,MSK,2025-04,416,0
SKU_0021,MSK,2025-05,467,0
SKU_0021,MSK,2025-06,694,0
SKU_0021,MSK,2025-07,0,30
SKU_0021,MSK,2025-08,977,0
SKU_0021,MSK,2025-09,1178,0
SKU_0021,MSK,2025-10,408,0
SKU_0021,MSK,2025-11,378,0
SKU_0021,MSK,2025-12,450,0
SKU_0022,EKB,2023-01,701,0
SKU_0022,EKB,2023-02,830,0
SKU_0022,EKB,2023-03,251,0
SKU_0022,EKB,2023-04,877,0
SKU_0022,EKB,2023-05,531,0
SKU_0022,EKB,2023-06,565,0
SKU_0022,EKB,2023-07,746,0
SKU_0022,EKB,2023-08,942,0
SKU_0022,EKB,2023-09,365,0
SKU_0022,EKB,2023-10,338,0
SKU_0022,EKB,2023-11,311,0
SKU_0022,EKB,2023-12,600,0
SKU_0022,EKB,2024-01,556,0
SKU_0022,EKB,2024-02,760,0
SKU_0022,EKB,2024-03,1176,0
SKU_0022,EKB,2024-04,825,0
SKU_0022,EKB,2024-05,657,0
SKU_0022,EKB,2024-06,713,0
SKU_0022,EKB,2024-07,404,0
SKU_0022,EKB,2024-08,692,0
SKU_0022,EKB,2024-09,563,0
SKU_0022,EKB,2024-10,1040,0
SKU_0022,EKB,2024-11,997,0
SKU_0022,EKB,2024-12,1486,0
SKU_0022,EKB,2025-01,1201,0
SKU_0022,EKB,2025-02,1331,0
SKU_0022,EKB,2025-03,887,0
SKU_0022,EKB,2025-04,263,0
SKU_0022,EKB,2025-05,268,0
SKU_0022,EKB,2025-06,646,0
SKU_0022,EKB,2025-07,933,0
SKU_0022,EKB,2025-08,720,0
SKU_0022,EKB,2025-09,1002,0
SKU_0022,EKB,2025-10,1667,0
SKU_0022,EKB,2025-11,700,0
SKU_0022,EKB,2025-12,794,0
SKU_0022,MSK,2023-01,1323,0
SKU_0022,MSK,2023-02,2401,0
SKU_0022,MSK,2023-03,927,0
SKU_0022,MSK,2023-04,2022,0
SKU_0022,MSK,2023-05,1906,0
SKU_0022,MSK,2023-06,1368,0
SKU_0022,MSK,2023-07,1871,0
SKU_0022,MSK,2023-08,1093,0
SKU_0022,MSK,2023-09,2378,0
SKU_0022,MSK,2023-10,2620,0
SKU_0022,MSK,2023-11,784,0
SKU_0022,MSK,2023-12,2728,0
SKU_0022,MSK,2024-01,1691,0
SKU_0022,MSK,2024-02,1079,0
SKU_0022,MSK,2024-03,1924,0
SKU_0022,MSK,2024-04,2108,0
SKU_0022,MSK,2024-05,1193,0
SKU_0022,MSK,2024-06,1558,0
SKU_0022,MSK,2024-07,2176,0
SKU_0022,MSK,2024-08,1585,0
SKU_0022,MSK,2024-09,1359,0
SKU_0022,MSK,2024-10,3469,0
SKU_0022,MSK,2024-11,3107,0
SKU_0022,MSK,2024-12,3562,0
SKU_0022,MSK,2025-01,2769,0
SKU_0022,MSK,2025-02,3571,0
SKU_0022,MSK,2025-03,1203,0
SKU_0022,MSK,2025-04,2629,0
SKU_0022,MSK,2025-05,995,0
SKU_0022,MSK,2025-06,2265,0
SKU_0022,MSK,2025-07,1760,0
SKU_0022,MSK,2025-08,971,0
SKU_0022,MSK,2025-09,2304,0
SKU_0022,MSK,2025-10,1286,0
SKU_0022,MSK,2025-11,1240,0
SKU_0022,MSK,2025-12,973,0
SKU_0023,MSK,2023-01,1318,0
SKU_0023,MSK,2023-02,2467,0
SKU_0023,MSK,2023-03,1331,0
SKU_0023,MSK,2023-04,1248,0
SKU_0023,MSK,2023-05,606,0
SKU_0023,MSK,2023-06,1190,0
SKU_0023,MSK,2023-07,1051,0
SKU_0023,MSK,2023-08,745,0
SKU_0023,MSK,2023-09,1033,0
SKU_0023,MSK,2023-10,1606,0
SKU_0023,MSK,2023-11,1293,0
SKU_0023,MSK,2023-12,2588,0
SKU_0023,MSK,2024-01,916,0
SKU_0023,MSK,2024-02,1622,0
SKU_0023,MSK,2024-03,1773,0
SKU_0023,MSK,2024-04,1771,0
SKU_0023,MSK,2024-05,1181,0
SKU_0023,MSK,2024-06,1936,0
SKU_0023,MSK,2024-07,827,0
SKU_0023,MSK,2024-08,2197,0
SKU_0023,MSK,2024-09,2820,0
SKU_0023,MSK,2024-10,1328,0
SKU_0023,MSK,2024-11,1905,0
SKU_0023,MSK,2024-12,2995,0
SKU_0023,MSK,2025-01,1546,0
SKU_0023,MSK,2025-02,2173,0
SKU_0023,MSK,2025-03,2000,0
SKU_0023,MSK,2025-04,556,0
SKU_0023,MSK,2025-05,1272,0
SKU_0023,MSK,2025-06,1888,0
SKU_0023,MSK,2025-07,1566,0
SKU_0023,MSK,2025-08,575,0
SKU_0023,MSK,2025-09,2110,0
SKU_0023,MSK,2025-10,6457,0
SKU_0023,MSK,2025-11,2576,0
SKU_0023,MSK,2025-12,1274,0
SKU_0024,MSK,2023-01,0,0
SKU_0024,MSK,2023-02,1,0
SKU_0024,MSK,2023-03,2,0
SKU_0024,MSK,2023-04,2,0
SKU_0024,MSK,2023-05,2,0
SKU_0024,MSK,2023-06,1,0
SKU_0024,MSK,2023-07,1,0
SKU_0024,MSK,2023-08,12,0
SKU_0024,MSK,2023-09,2,0
SKU_0024,MSK,2023-10,1,0
SKU_0024,MSK,2023-11,1,0
SKU_0024,MSK,2023-12,1,0
SKU_0024,MSK,2024-01,1,0
SKU_0024,MSK,2024-02,1,0
SKU_0024,MSK,2024-03,1,0
SKU_0024,MSK,2024-04,1,0
SKU_0024,MSK,2024-05,2,0
SKU_0024,MSK,2024-06,18,0
SKU_0024,MSK,2024-07,1,0
SKU_0024,MSK,2024-08,5,0
SKU_0024,MSK,2024-09,2,0
SKU_0024,MSK,2024-10,3,0
SKU_0024,MSK,2024-11,1,0
SKU_0024,MSK,2024-12,1,0
SKU_0024,MSK,2025-01,6,0
SKU_0024,MSK,2025-02,5,0
SKU_0024,MSK,2025-03,2,0
SKU_0024,MSK,2025-04,1,0
SKU_0024,MSK,2025-05,1,0
SKU_0024,MSK,2025-06,1,0
SKU_0024,MSK,2025-07,9,0
SKU_0024,MSK,2025-08,1,0
SKU_0024,MSK,2025-09,1,0
SKU_0024,MSK,2025-10,7,0
SKU_0024,MSK,2025-11,12,0
SKU_0024,MSK,2025-12,1,0
SKU_0025,MSK,2023-01,5682,0
SKU_0025,MSK,2023-02,5459,0
SKU_0025,MSK,2023-03,2235,0
SKU_0025,MSK,2023-04,4424,0
SKU_0025,MSK,2023-05,4177,0
SKU_0025,MSK,2023-06,1738,0
SKU_0025,MSK,2023-07,1468,0
SKU_0025,MSK,2023-08,868,0
SKU_0025,MSK,2023-09,2068,0
SKU_0025,MSK,2023-10,3277,0
SKU_0025,MSK,2023-11,1394,0
SKU_0025,MSK,2023-12,2044,0
SKU_0025,MSK,2024-01,1163,0
SKU_0025,MSK,2024-02,2827,0
SKU_0025,MSK,2024-03,5831,0
SKU_0025,MSK,2024-04,3096,0
SKU_0025,MSK,2024-05,3786,0
SKU_0025,MSK,2024-06,2484,0
SKU_0025,MSK,2024-07,3418,0
SKU_0025,MSK,2024-08,1811,0
SKU_0025,MSK,2024-09,2584,0
SKU_0025,MSK,2024-10,980,0
SKU_0025,MSK,2024-11,1408,0
SKU_0025,MSK,2024-12,5094,0
SKU_0025,MSK,2025-01,5880,0
SKU_0025,MSK,2025-02,3307,0
SKU_0025,MSK,2025-03,1649,0
SKU_0025,MSK,2025-04,2626,0
SKU_0025,MSK,2025-05,1085,0
SKU_0025,MSK,2025-06,3029,0
SKU_0025,MSK,2025-07,2704,0
SKU_0025,MSK,2025-08,1031,0
SKU_0025,MSK,2025-09,4554,0
SKU_0025,MSK,2025-10,1128,0
SKU_0025,MSK,2025-11,1579,0
SKU_0025,MSK,2025-12,4633,0
SKU_0026,MSK,2025-08,1347,0
SKU_0026,MSK,2025-09,1008,0
SKU_0026,MSK,2025-10,503,0
SKU_0026,MSK,2025-11,485,0
SKU_0026,MSK,2025-12,910,0
SKU_0027,EKB,2023-01,607,0
SKU_0027,EKB,2023-02,486,0
SKU_0027,EKB,2023-03,309,0
SKU_0027,EKB,2023-04,603,0
SKU_0027,EKB,2023-05,483,0
SKU_0027,EKB,2023-06,639,0
SKU_0027,EKB,2023-07,984,0
SKU_0027,EKB,2023-08,626,0
SKU_0027,EKB,2023-09,473,0
SKU_0027,EKB,2023-10,239,0
SKU_0027,EKB,2023-11,657,0
SKU_0027,EKB,2023-12,567,0
SKU_0027,EKB,2024-01,738,0
SKU_0027,EKB,2024-02,490,0
SKU_0027,EKB,2024-03,745,0
SKU_0027,EKB,2024-04,373,0
SKU_0027,EKB,2024-05,255,0
SKU_0027,EKB,2024-06,1000,0
SKU_0027,EKB,2024-07,310,0
SKU_0027,EKB,2024-08,1240,0
SKU_0027,EKB,2024-09,436,0
SKU_0027,EKB,2024-10,472,0
SKU_0027,EKB,2024-11,735,0
SKU_0027,EKB,2024-12,294,0
SKU_0027,EKB,2025-01,183,0
SKU_0027,EKB,2025-02,155,0
SKU_0027,EKB,2025-03,325,0
SKU_0027,EKB,2025-04,881,0
SKU_0027,EKB,2025-05,277,0
SKU_0027,EKB,2025-06,341,0
SKU_0027,EKB,2025-07,1004,0
SKU_0027,EKB,2025-08,870,0
SKU_0027,EKB,2025-09,858,0
SKU_0027,EKB,2025-10,502,0
SKU_0027,EKB,2025-11,258,0
SKU_0027,EKB,2025-12,284,0
SKU_0027,MSK,2023-01,1207,0
SKU_0027,MSK,2023-02,1689,0
SKU_0027,MSK,2023-03,594,0
SKU_0027,MSK,2023-04,1011,0
SKU_0027,MSK,2023-05,2166,0
SKU_0027,MSK,2023-06,3473,0
SKU_0027,MSK,2023-07,2732,0
SKU_0027,MSK,2023-08,2141,0
SKU_0027,MSK,2023-09,2866,0
SKU_0027,MSK,2023-10,2269,0
SKU_0027,MSK,2023-11,1683,0
SKU_0027,MSK,2023-12,1761,0
SKU_0027,MSK,2024-01,1193,0
SKU_0027,MSK,2024-02,1739,0
SKU_0027,MSK,2024-03,1299,0
SKU_0027,MSK,2024-04,1404,0
SKU_0027,MSK,2024-05,1279,0
SKU_0027,MSK,2024-06,2607,0
SKU_0027,MSK,2024-07,2004,0
SKU_0027,MSK,2024-08,1037,0
SKU_0027,MSK,2024-09,1491,0
SKU_0027,MSK,2024-10,1846,0
SKU_0027,MSK,2024-11,2237,0
SKU_0027,MSK,2024-12,1642,0
SKU_0027,MSK,2025-01,1718,0
SKU_0027,MSK,2025-02,1424,0
SKU_0027,MSK,2025-03,1238,0
SKU_0027,MSK,2025-04,2026,0
SKU_0027,MSK,2025-05,2046,0
SKU_0027,MSK,2025-06,2045,0
SKU_0027,MSK,2025-07,987,0
SKU_0027,MSK,2025-08,2490,0
SKU_0027,MSK,2025-09,1578,0
SKU_0027,MSK,2025-10,846,0
SKU_0027,MSK,2025-11,2143,0
SKU_0027,MSK,2025-12,543,0
SKU_0028,MSK,2023-01,102,0
SKU_0028,MSK,2023-02,94,0
SKU_0028,MSK,2023-03,61,0
SKU_0028,MSK,2023-04,95,0
SKU_0028,MSK,2023-05,120,0
SKU_0028,MSK,2023-06,210,0
SKU_0028,MSK,2023-07,202,0
SKU_0028,MSK,2023-08,120,0
SKU_0028,MSK,2023-09,193,0
SKU_0028,MSK,2023-10,175,0
SKU_0028,MSK,2023-11,152,0
SKU_0028,MSK,2023-12,411,0
SKU_0028,MSK,2024-01,95,0
SKU_0028,MSK,2024-02,43,0
SKU_0028,MSK,2024-03,116,0
SKU_0028,MSK,2024-04,88,0
SKU_0028,MSK,2024-05,85,0
SKU_0028,MSK,2024-06,69,0
SKU_0028,MSK,2024-07,217,0
SKU_0028,MSK,2024-08,170,0
SKU_0028,MSK,2024-09,403,0
SKU_0028,MSK,2024-10,177,0
SKU_0028,MSK,2024-11,188,0
SKU_0028,MSK,2024-12,82,0
SKU_0028,MSK,2025-01,152,0
SKU_0028,MSK,2025-02,224,0
SKU_0028,MSK,2025-03,55,0
SKU_0028,MSK,2025-04,160,0
SKU_0028,MSK,2025-05,199,0
SKU_0028,MSK,2025-06,65,0
SKU_0028,MSK,2025-07,287,0
SKU_0028,MSK,2025-08,262,0
SKU_0028,MSK,2025-09,293,0
SKU_0028,MSK,2025-10,348,0
SKU_0028,MSK,2025-11,108,0
SKU_0028,MSK,2025-12,145,0
SKU_0029,MSK,2025-08,234,0
SKU_0029,MSK,2025-09,808,0
SKU_0029,MSK,2025-10,400,0
SKU_0029,MSK,2025-11,668,0
SKU_0029,MSK,2025-12,1289,0
SKU_0030,MSK,2023-01,370,0
SKU_0030,MSK,2023-02,343,0
SKU_0030,MSK,2023-03,217,0
SKU_0030,MSK,2023-04,413,0
SKU_0030,MSK,2023-05,964,0
SKU_0030,MSK,2023-06,825,0
SKU_0030,MSK,2023-07,691,0
SKU_0030,MSK,2023-08,576,0
SKU_0030,MSK,2023-09,1064,0
SKU_0030,MSK,2023-10,634,0
SKU_0030,MSK,2023-11,489,0
SKU_0030,MSK,2023-12,778,0
SKU_0030,MSK,2024-01,431,0
SKU_0030,MSK,2024-02,505,0
SKU_0030,MSK,2024-03,154,0
SKU_0030,MSK,2024-04,748,0
SKU_0030,MSK,2024-05,447,0
SKU_0030,MSK,2024-06,843,0
SKU_0030,MSK,2024-07,876,0
SKU_0030,MSK,2024-08,730,0
SKU_0030,MSK,2024-09,892,0
SKU_0030,MSK,2024-10,1079,0
SKU_0030,MSK,2024-11,741,0
SKU_0030,MSK,2024-12,530,0
SKU_0030,MSK,2025-01,346,0
SKU_0030,MSK,2025-02,738,0
SKU_0030,MSK,2025-03,341,0
SKU_0030,MSK,2025-04,1050,0
SKU_0030,MSK,2025-05,689,0
SKU_0030,MSK,2025-06,1111,0
SKU_0030,MSK,2025-07,754,0
SKU_0030,MSK,2025-08,657,0
SKU_0030,MSK,2025-09,834,0
SKU_0030,MSK,2025-10,581,0
SKU_0030,MSK,2025-11,294,0
SKU_0030,MSK,2025-12,993,0
SKU_0031,MSK,2023-01,1,0
SKU_0031,MSK,2023-02,2,0
SKU_0031,MSK,2023-03,1,0
SKU_0031,MSK,2023-04,1,0
SKU_0031,MSK,2023-05,1,0
SKU_0031,MSK,2023-06,2,0
SKU_0031,MSK,2023-07,0,0
SKU_0031,MSK,2023-08,1,0
SKU_0031,MSK,2023-09,176,0
SKU_0031,MSK,2023-10,172,0
SKU_0031,MSK,2023-11,87,0
SKU_0031,MSK,2023-12,131,0
SKU_0031,MSK,2024-01,75,0
SKU_0031,MSK,2024-02,1,0
SKU_0031,MSK,2024-03,44,0
SKU_0031,MSK,2024-04,89,0
SKU_0031,MSK,2024-05,2,0
SKU_0031,MSK,2024-06,1,0
SKU_0031,MSK,2024-07,1,0
SKU_0031,MSK,2024-08,2,0
SKU_0031,MSK,2024-09,41,0
SKU_0031,MSK,2024-10,52,0
SKU_0031,MSK,2024-11,124,0
SKU_0031,MSK,2024-12,2,0
SKU_0031,MSK,2025-01,2,0
SKU_0031,MSK,2025-02,1,0
SKU_0031,MSK,2025-03,1,0
SKU_0031,MSK,2025-04,2,0
SKU_0031,MSK,2025-05,68,0
SKU_0031,MSK,2025-06,1,0
SKU_0031,MSK,2025-07,83,0
SKU_0031,MSK,2025-08,92,0
SKU_0031,MSK,2025-09,164,0
SKU_0031,MSK,2025-10,1,0
SKU_0031,MSK,2025-11,2,0
SKU_0031,MSK,2025-12,1,0
SKU_0032,MSK,2023-01,2254,0
SKU_0032,MSK,2023-02,2420,0
SKU_0032,MSK,2023-03,1411,0
SKU_0032,MSK,2023-04,1440,0
SKU_0032,MSK,2023-05,1274,0
SKU_0032,MSK,2023-06,473,0
SKU_0032,MSK,2023-07,1205,0
SKU_0032,MSK,2023-08,1425,0
SKU_0032,MSK,2023-09,1985,0
SKU_0032,MSK,2023-10,1563,0
SKU_0032,MSK,2023-11,2254,0
SKU_0032,MSK,2023-12,2164,0
SKU_0032,MSK,2024-01,2197,0
SKU_0032,MSK,2024-02,2665,0
SKU_0032,MSK,2024-03,1006,0
SKU_0032,MSK,2024-04,1793,0
SKU_0032,MSK,2024-05,1103,0
SKU_0032,MSK,2024-06,736,0
SKU_0032,MSK,2024-07,1289,0
SKU_0032,MSK,2024-08,1902,0
SKU_0032,MSK,2024-09,3026,0
SKU_0032,MSK,2024-10,2999,0
SKU_0032,MSK,2024-11,2884,0
SKU_0032,MSK,2024-12,3700,0
SKU_0032,MSK,2025-01,848,0
SKU_0032,MSK,2025-02,3063,0
SKU_0032,MSK,2025-03,661,0
SKU_0032,MSK,2025-04,1142,0
SKU_0032,MSK,2025-05,1406,0
SKU_0032,MSK,2025-06,1706,0
SKU_0032,MSK,2025-07,2087,0
SKU_0032,MSK,2025-08,965,0
SKU_0032,MSK,2025-09,1642,0
SKU_0032,MSK,2025-10,1999,0
SKU_0032,MSK,2025-11,2674,0
SKU_0032,MSK,2025-12,825,0
SKU_0033,MSK,2023-01,2785,0
SKU_0033,MSK,2023-02,5408,0
SKU_0033,MSK,2023-03,3229,0
SKU_0033,MSK,2023-04,1679,0
SKU_0033,MSK,2023-05,2993,0
SKU_0033,MSK,2023-06,3762,0
SKU_0033,MSK,2023-07,2768,0
SKU_0033,MSK,2023-08,3172,0
SKU_0033,MSK,2023-09,2382,0
SKU_0033,MSK,2023-10,6335,0
SKU_0033,MSK,2023-11,2642,0
SKU_0033,MSK,2023-12,3660,0
SKU_0033,MSK,2024-01,2302,0
SKU_0033,MSK,2024-02,4547,0
SKU_0033,MSK,2024-03,0,30
SKU_0033,MSK,2024-04,0,30
SKU_0033,MSK,2024-05,5087,0
SKU_0033,MSK,2024-06,2039,0
SKU_0033,MSK,2024-07,4615,0
SKU_0033,MSK,2024-08,2502,0
SKU_0033,MSK,2024-09,2842,0
SKU_0033,MSK,2024-10,4916,0
SKU_0033,MSK,2024-11,3409,0
SKU_0033,MSK,2024-12,4202,0
SKU_0033,MSK,2025-01,2736,0
SKU_0033,MSK,2025-02,3185,0
SKU_0033,MSK,2025-03,5630,0
SKU_0033,MSK,2025-04,3521,0
SKU_0033,MSK,2025-05,2491,0
SKU_0033,MSK,2025-06,1200,0
SKU_0033,MSK,2025-07,3876,0
SKU_0033,MSK,2025-08,1866,0
SKU_0033,MSK,2025-09,1881,0
SKU_0033,MSK,2025-10,5910,0
SKU_0033,MSK,2025-11,8137,0
SKU_0033,MSK,2025-12,3125,0
SKU_0034,EKB,2023-01,641,0
SKU_0034,EKB,2023-02,373,0
SKU_0034,EKB,2023-03,268,0
SKU_0034,EKB,2023-04,200,0
SKU_0034,EKB,2023-05,140,0
SKU_0034,EKB,2023-06,275,0
SKU_0034,EKB,2023-07,285,0
SKU_0034,EKB,2023-08,300,0
SKU_0034,EKB,2023-09,448,0
SKU_0034,EKB,2023-10,512,0
SKU_0034,EKB,2023-11,442,0
SKU_0034,EKB,2023-12,661,0
SKU_0034,EKB,2024-01,326,0
SKU_0034,EKB,2024-02,156,0
SKU_0034,EKB,2024-03,200,0
SKU_0034,EKB,2024-04,324,0
SKU_0034,EKB,2024-05,237,0
SKU_0034,EKB,2024-06,167,0
SKU_0034,EKB,2024-07,210,0
SKU_0034,EKB,2024-08,265,0
SKU_0034,EKB,2024-09,284,0
SKU_0034,EKB,2024-10,241,0
SKU_0034,EKB,2024-11,617,0
SKU_0034,EKB,2024-12,658,0
SKU_0034,EKB,2025-01,289,0
SKU_0034,EKB,2025-02,387,0
SKU_0034,EKB,2025-03,609,0
SKU_0034,EKB,2025-04,481,0
SKU_0034,EKB,2025-05,364,0
SKU_0034,EKB,2025-06,446,0
SKU_0034,EKB,2025-07,429,0
SKU_0034,EKB,2025-08,568,0
SKU_0034,EKB,2025-09,472,0
SKU_0034,EKB,2025-10,630,0
SKU_0034,EKB,2025-11,782,0
SKU_0034,EKB,2025-12,548,0
SKU_0034,MSK,2023-01,1200,0
SKU_0034,MSK,2023-02,473,0
SKU_0034,MSK,2023-03,856,0
SKU_0034,MSK,2023-04,555,0
SKU_0034,MSK,2023-05,764,0
SKU_0034,MSK,2023-06,304,0
SKU_0034,MSK,2023-07,736,0
SKU_0034,MSK,2023-08,655,0
SKU_0034,MSK,2023-09,332,0
SKU_0034,MSK,2023-10,1246,0
SKU_0034,MSK,2023-11,1351,0
SKU_0034,MSK,2023-12,365,0
SKU_0034,MSK,2024-01,582,0
SKU_0034,MSK,2024-02,839,0
SKU_0034,MSK,2024-03,314,0
SKU_0034,MSK,2024-04,536,0
SKU_0034,MSK,2024-05,389,0
SKU_0034,MSK,2024-06,343,0
SKU_0034,MSK,2024-07,756,0
SKU_0034,MSK,2024-08,385,0
SKU_0034,MSK,2024-09,643,0
SKU_0034,MSK,2024-10,1110,0
SKU_0034,MSK,2024-11,1235,0
SKU_0034,MSK,2024-12,1533,0
SKU_0034,MSK,2025-01,540,0
SKU_0034,MSK,2025-02,669,0
SKU_0034,MSK,2025-03,859,0
SKU_0034,MSK,2025-04,813,0
SKU_0034,MSK,2025-05,768,0
SKU_0034,MSK,2025-06,429,0
SKU_0034,MSK,2025-07,340,0
SKU_0034,MSK,2025-08,432,0
SKU_0034,MSK,2025-09,840,0
SKU_0034,MSK,2025-10,1668,0
SKU_0034,MSK,2025-11,1476,0
SKU_0034,MSK,2025-12,1333,0
SKU_0035,MSK,2025-08,189,0
SKU_0035,MSK,2025-09,381,0
SKU_0035,MSK,2025-10,370,0
SKU_0035,MSK,2025-11,550,0
SKU_0035,MSK,2025-12,540,0
SKU_0036,MSK,2024-10,317,0
SKU_0036,MSK,2024-11,407,0
SKU_0036,MSK,2024-12,255,0
SKU_0036,MSK,2025-01,162,0
SKU_0036,MSK,2025-02,366,0
SKU_0036,MSK,2025-03,262,0
SKU_0036,MSK,2025-04,468,0
SKU_0036,MSK,2025-05,373,0
SKU_0036,MSK,2025-06,250,0
SKU_0036,MSK,2025-07,349,0
